t, ax, ay, az, da
1424, -32218, -1368, 15470, -17816.5
1425, -32712, -1356, 15471, -18356.5
1426, -32764, -1360, 15477, -18622.0
1427, -32764, -1351, 15468, -18647.0
1428, -32764, -1366, 15479, -18649.0
1429, -32764, -1387, 15521, -18640.5
1430, -32764, -1394, 15550, -18619.0
1431, -32764, -1391, 15553, -18605.0
1432, -32764, -1372, 15544, -18597.0
1433, -32764, -1378, 15517, -18608.5
1434, -32764, -1368, 15511, -18623.0
1435, -32764, -1288, 15561, -18556.0
1436, -32321, -1212, 15611, -18206.5
1437, -31931, -1175, 15623, -17702.5
1438, -31278, -1141, 15650, -17126.0
1439, -30436, -1080, 15716, -16284.5
1440, -29769, -986, 15763, -15396.0
1441, -29183, -928, 15752, -14675.5
1442, -28220, -894, 15750, -13861.5
1443, -27019, -779, 15808, -12677.0
1444, -25951, -645, 15866, -11360.0
1445, -25951, -645, 15866, -10730.0
1446, -23520, -487, 15948, -9394.5
1447, -23520, -487, 15948, -8059.0
1448, -21986, -325, 15873, -7248.5
1449, -21986, -325, 15873, -6438.0
1450, -18448, -87, 15998, -4487.5
1451, -16945, -46, 16093, -1717.5
1452, -15962, -61, 16118, -401.5
1453, -14723, -4, 16138, 753.0
1454, -12964, -16, 16192, 2311.5
1455, -11135, 102, 16256, 4217.5
1456, -11135, 102, 16256, 5223.0
1457, -7975, 36, 16362, 6823.0
1458, -7975, 36, 16362, 8423.0
1459, -4652, -215, 16510, 10033.0
1460, -4652, -215, 16510, 11643.0
1461, -1619, -424, 16600, 13100.0
1462, -1619, -424, 16600, 14557.0
1463, 1412, -580, 16682, 16035.5
1464, 1412, -580, 16682, 17514.0
1465, 4582, -670, 16759, 19092.5
1466, 4582, -670, 16759, 20671.0
1467, 6106, -775, 16787, 21394.5
1468, 7617, -852, 16823, 22853.0
1469, 9114, -856, 16867, 24356.5
1470, 10708, -860, 16924, 25948.5
1471, 12248, -892, 16983, 27555.5
1472, 13496, -925, 17006, 28958.0
1473, 14792, -936, 16988, 30210.5
1474, 16448, -893, 16992, 31695.5
1475, 17987, -874, 17055, 33357.5
1476, 19130, -891, 17130, 34768.5
1477, 20356, -859, 17181, 36023.5
1478, 21758, -812, 17225, 37424.5
1479, 22849, -803, 17258, 38737.5
1480, 23774, -770, 17274, 39791.0
1481, 25003, -679, 17312, 40957.0
1482, 26089, -634, 17355, 42223.0
1483, 26692, -674, 17349, 43088.5
1484, 27548, -641, 17347, 43810.5
1485, 28754, -544, 17409, 44936.5
1486, 29496, -532, 17442, 46012.5
1487, 29948, -494, 17405, 46632.5
1488, 30692, -375, 17405, 47290.5
1489, 31268, -284, 17427, 48066.5
1490, 31427, -178, 17384, 48522.0
1491, 31918, -32, 17347, 48933.0
1492, 32764, 129, 17395, 49760.5
1493, 32764, 311, 17450, 50406.5
1494, 32764, 500, 17452, 50620.5
1495, 32764, 732, 17462, 50837.0
1496, 32764, 1048, 17494, 51132.0
1497, 32764, 1429, 17496, 51497.5
1498, 32764, 1814, 17490, 51878.5
1499, 32764, 1814, 17490, 52068.0
1500, 32764, 2494, 17510, 52418.0
1501, 32764, 2494, 17510, 52768.0
1502, 32764, 3135, 17444, 53055.5
1503, 32764, 3135, 17444, 53343.0
1504, 32176, 3430, 17419, 53184.0
1505, 32176, 3430, 17419, 53025.0
1506, 30786, 3506, 17344, 52330.5
1507, 30786, 3506, 17344, 51636.0
1508, 28763, 3185, 17246, 50415.0
1509, 28763, 3185, 17246, 49194.0
1510, 28009, 3010, 17219, 48716.0
1511, 26919, 2712, 17187, 47528.0
1512, 25541, 2361, 17126, 45923.0
1513, 24465, 2082, 17116, 44345.5
1514, 23403, 1805, 17140, 43005.5
1515, 21994, 1475, 17112, 41464.5
1516, 20564, 1132, 17061, 39669.0
1517, 17988, 604, 17007, 37178.0
1518, 17988, 604, 17007, 35599.0
1519, 15006, 250, 16926, 33890.5
1520, 15006, 250, 16926, 32182.0
1521, 13476, 71, 16888, 31308.5
1522, 11914, -97, 16840, 29546.0
1523, 10394, -192, 16780, 27819.5
1524, 8923, -262, 16718, 26180.5
1525, 7522, -372, 16673, 24601.0
1526, 6105, -460, 16638, 23053.0
1527, 4541, -506, 16576, 21447.0
1528, 2957, -555, 16500, 19756.5
1529, 1445, -602, 16444, 18094.5
1530, -105, -651, 16395, 16463.0
1531, -1640, -663, 16333, 14834.5
1532, -3030, -670, 16278, 13304.0
1533, -4418, -744, 16232, 11824.0
1534, -5893, -773, 16208, 10306.0
1535, -7307, -726, 16196, 8852.5
1536, -8676, -710, 16152, 7464.5
1537, -10143, -724, 16073, 5986.0
1538, -11635, -749, 15985, 4403.5
1539, -12968, -761, 15922, 2897.0
1540, -14251, -722, 15890, 1555.0
1541, -15673, -684, 15864, 212.0
1542, -17021, -688, 15847, -1177.5
1543, -18204, -739, 15829, -2488.0
1544, -18204, -739, 15829, -3114.0
1545, -21000, -851, 15701, -4632.0
1546, -21000, -851, 15701, -6150.0
1547, -22912, -786, 15685, -7081.5
1548, -22912, -786, 15685, -8013.0
1549, -25817, -1050, 15555, -9662.5
1550, -26631, -1092, 15513, -11761.0
1551, -27456, -1097, 15518, -12622.5
1552, -28688, -1146, 15522, -13673.5
1553, -29580, -1160, 15536, -14758.0
1554, -29996, -1167, 15559, -15404.0
1555, -29996, -1167, 15559, -15604.0
1556, -31716, -1306, 15474, -16576.0
1557, -31716, -1306, 15474, -17548.0
1558, -32455, -1309, 15527, -17892.5
1559, -32455, -1309, 15527, -18237.0
1560, -32764, -1362, 15456, -18453.5
1561, -32764, -1362, 15456, -18670.0
1562, -32764, -1342, 15519, -18628.5
1563, -32764, -1342, 15519, -18587.0
1564, -32764, -1301, 15534, -18559.0
1565, -32764, -1311, 15556, -18525.0
1566, -32764, -1328, 15602, -18504.5
1567, -32764, -1311, 15623, -18471.0
1568, -32764, -1336, 15598, -18477.0
1569, -32764, -1307, 15594, -18489.5
1570, -32380, -1217, 15643, -18215.5
1571, -31849, -1180, 15678, -17652.5
1572, -31452, -1148, 15653, -17149.0
1573, -30661, -1097, 15650, -16527.5
1574, -29676, -1018, 15704, -15549.0
1575, -29036, -918, 15732, -14606.0
1576, -28342, -864, 15746, -13841.0
1577, -27270, -784, 15815, -12849.5
1578, -26145, -672, 15893, -11581.5
1579, -24971, -607, 15948, -10277.0
1580, -23625, -505, 16006, -8877.0
1581, -22622, -375, 16028, -7546.5
1582, -21988, -308, 15966, -6649.5
1583, -20745, -255, 15949, -5690.5
1584, -18729, -152, 16078, -3927.0
1585, -17052, -82, 16205, -1866.0
1586, -16036, -57, 16204, -409.0
1587, -14866, -24, 16160, 690.5
1588, -13286, -64, 16175, 2047.5
1589, -11582, -29, 16221, 3717.5
1590, -9859, 122, 16249, 5561.0
1591, -8158, 96, 16309, 7379.5
1592, -6515, -44, 16422, 9055.0
1593, -4879, -146, 16533, 10685.5
1594, -3254, -274, 16606, 12293.0
1595, -1753, -422, 16636, 13769.5
1596, -343, -558, 16643, 15101.5
1597, 1167, -630, 16662, 16470.5
1598, 1167, -630, 16662, 17199.0
1599, 4443, -722, 16785, 18852.5
1600, 4443, -722, 16785, 20506.0
1601, 7408, -889, 16859, 21942.0
1602, 7408, -889, 16859, 23378.0
1603, 10582, -822, 16963, 25050.5
1604, 10582, -822, 16963, 26723.0
1605, 13388, -980, 16954, 28042.5
1606, 13388, -980, 16954, 29362.0
1607, 16250, -844, 17012, 30890.0
1608, 16250, -844, 17012, 32418.0
1609, 17786, -805, 17088, 33243.5
1610, 18898, -855, 17115, 34613.5
1611, 20118, -866, 17112, 35761.0
1612, 21617, -800, 17150, 37165.5
1613, 22840, -758, 17223, 38636.0
1614, 23785, -744, 17276, 39811.0
1615, 24902, -670, 17300, 40924.5
1616, 26602, -636, 17300, 42399.0
1617, 26602, -636, 17300, 43266.0
1618, 28628, -418, 17414, 44445.0
1619, 28628, -418, 17414, 45624.0
1620, 29261, -398, 17462, 45974.5
1621, 29610, -392, 17447, 46495.0
1622, 30442, -320, 17464, 47125.5
1623, 31231, -229, 17485, 48036.5
1624, 31430, -126, 17456, 48623.5
1625, 31819, 7, 17450, 49018.0
1626, 32626, 160, 17491, 49776.5
1627, 32764, 328, 17498, 50433.5
1628, 32764, 490, 17458, 50651.0
1629, 32764, 720, 17454, 50825.0
1630, 32764, 1070, 17495, 51133.5
1631, 32764, 1436, 17481, 51505.0
1632, 32764, 1801, 17414, 51830.0
1633, 32764, 2172, 17399, 52157.0
1634, 32764, 2504, 17439, 52521.0
1635, 32764, 2832, 17471, 52887.0
1636, 32764, 3153, 17488, 53236.0
1637, 32764, 3360, 17484, 53506.5
1638, 32323, 3438, 17443, 53406.0
1639, 31514, 3472, 17390, 52790.0
1640, 30736, 3435, 17353, 51950.0
1641, 29857, 3435, 17353, 51084.5
1642, 29016, 3203, 17268, 50066.0
1643, 29016, 3203, 17268, 49487.0
1644, 27104, 2659, 17250, 48250.0
1645, 27104, 2659, 17250, 47013.0
1646, 24518, 2029, 17096, 45328.0
1647, 24518, 2029, 17096, 43643.0
1648, 22268, 1522, 17084, 42258.5
1649, 20722, 1146, 17038, 39890.0
1650, 19426, 817, 16998, 38073.5
1651, 18163, 558, 16967, 36464.5
1652, 18163, 558, 16967, 35688.0
1653, 15193, 314, 16867, 34031.0
1654, 15193, 314, 16867, 32374.0
1655, 12186, -66, 16742, 30618.0
1656, 12186, -66, 16742, 28862.0
1657, 9167, -238, 16676, 27233.5
1658, 9167, -238, 16676, 25605.0
1659, 6258, -424, 16639, 24039.0
1660, 6258, -424, 16639, 22473.0
1661, 3135, -524, 16511, 20797.5
1662, 3135, -524, 16511, 19122.0
1663, 1742, -537, 16476, 18401.5
1664, 197, -562, 16446, 16881.0
1665, -1389, -607, 16384, 15234.5
1666, -2820, -650, 16319, 13618.5
1667, -4221, -702, 16278, 12102.0
1668, -5679, -719, 16247, 10602.0
1669, -7078, -686, 16212, 9148.5
1670, -8490, -651, 16146, 7726.5
1671, -10011, -642, 16063, 6207.5
1672, -11491, -654, 15984, 4624.5
1673, -12787, -628, 15905, 3164.5
1674, -14044, -619, 15850, 1838.5
1675, -15421, -659, 15843, 475.0
1676, -16746, -674, 15854, -901.5
1677, -17948, -730, 15822, -2211.0
1678, -19345, -825, 15734, -3646.0
1679, -20822, -877, 15665, -5235.0
1680, -21902, -852, 15678, -6555.0
1681, -22869, -811, 15707, -7524.5
1682, -24180, -908, 15666, -8697.5
1683, -25494, -1068, 15600, -10192.0
1684, -26468, -1107, 15578, -11479.5
1685, -27399, -1117, 15573, -12470.0
1686, -28518, -1220, 15539, -13571.0
1687, -29487, -1286, 15480, -14746.0
1688, -30037, -1285, 15462, -15576.5
1689, -30606, -1292, 15506, -16126.0
1690, -31476, -1276, 15522, -16811.0
1691, -32142, -1278, 15500, -17575.0
1692, -32480, -1310, 15484, -18113.0
1693, -32764, -1322, 15450, -18471.0
1694, -32764, -1363, 15421, -18671.0
1695, -32764, -1414, 15455, -18714.5
1696, -32764, -1390, 15495, -18691.0
1697, -32764, -1390, 15495, -18659.0
1698, -32764, -1376, 15504, -18647.5
1699, -32764, -1376, 15504, -18636.0
1700, -32764, -1310, 15549, -18580.5
1701, -32764, -1310, 15549, -18525.0
1702, -32764, -1254, 15558, -18492.5
1703, -32764, -1254, 15558, -18460.0
1704, -32324, -1194, 15659, -18159.5
1705, -32324, -1194, 15659, -17859.0
1706, -30594, -1126, 15716, -16931.5
1707, -30594, -1036, 15766, -15934.0
1708, -29764, -992, 15796, -15412.0
1709, -29150, -930, 15792, -14624.0
1710, -28494, -837, 15754, -13932.5
1711, -27592, -770, 15746, -13096.5
1712, -26520, -675, 15807, -12002.0
1713, -25214, -539, 15903, -10619.0
1714, -23765, -424, 15982, -9028.5
1715, -22129, -315, 15917, -7367.0
1716, -22129, -315, 15917, -6527.0
1717, -21017, -322, 15870, -5998.0
1718, -19136, -175, 15967, -4406.5
1719, -17348, -42, 16102, -2316.0
1720, -16213, -69, 16145, -712.5
1721, -15116, -104, 16132, 387.5
1722, -13526, -132, 16154, 1704.0
1723, -11724, -102, 16214, 3442.0
1724, -10010, 40, 16284, 5351.0
1725, -8357, 58, 16376, 7195.5
1726, -6781, -107, 16473, 8831.0
1727, -5208, -238, 16543, 10341.0
1728, -3477, -314, 16596, 11951.0
1729, -1880, -410, 16620, 13567.5
1730, -632, -520, 16609, 14893.5
1731, 761, -616, 16616, 16109.0
1732, 2562, -683, 16675, 17657.5
1733, 4307, -724, 16736, 19436.5
1734, 5725, -754, 16749, 21019.5
1735, 7076, -796, 16755, 22377.5
1736, 8676, -831, 16811, 23845.5
1737, 10398, -863, 16886, 25538.5
1738, 11849, -918, 16918, 27135.0
1739, 13066, -970, 16939, 28442.0
1740, 13066, -970, 16939, 29035.0
1741, 15956, -936, 17056, 30555.5
1742, 15956, -936, 17056, 32076.0
1743, 18604, -886, 17154, 33474.0
1744, 18604, -886, 17154, 34872.0
1745, 21484, -799, 17262, 36409.5
1746, 21484, -799, 17262, 37947.0
1747, 23508, -782, 17260, 38966.5
1748, 24725, -713, 17284, 40641.0
1749, 25878, -650, 17356, 41940.0
1750, 26529, -632, 17375, 42928.0
1751, 26529, -632, 17375, 43272.0
1752, 28430, -476, 17402, 44314.0
1753, 28430, -476, 17402, 45356.0
1754, 29692, -424, 17424, 46024.0
1755, 29692, -424, 17424, 46692.0
1756, 31183, -257, 17423, 47520.5
1757, 31183, -257, 17423, 48349.0
1758, 31841, -8, 17372, 48777.0
1759, 31841, -8, 17372, 49205.0
1760, 32764, 301, 17477, 49873.5
1761, 32764, 301, 17477, 50542.0
1762, 32764, 483, 17468, 50628.5
1763, 32764, 771, 17466, 50858.0
1764, 32764, 1120, 17519, 51202.0
1765, 32764, 1442, 17544, 51576.5
1766, 32764, 1762, 17502, 51889.0
1767, 32764, 2106, 17482, 52190.0
1768, 32764, 2484, 17522, 52561.0
1769, 32764, 2823, 17522, 52939.5
1770, 32764, 3062, 17468, 53201.5
1771, 32764, 3229, 17450, 53368.5
1772, 32625, 3353, 17454, 53437.5
1773, 31764, 3417, 17412, 53012.5
1774, 30879, 3372, 17357, 52100.5
1775, 30058, 3218, 17320, 51102.0
1776, 29111, 3054, 17276, 50018.5
1777, 28252, 2888, 17232, 48906.5
1778, 27249, 2615, 17191, 47713.5
1779, 25878, 2336, 17132, 46200.5
1780, 24661, 2107, 17095, 44604.5
1781, 23666, 1804, 17097, 43215.0
1782, 22432, 1442, 17080, 41760.5
1783, 21022, 1126, 17037, 40069.5
1784, 19643, 862, 16999, 38344.5
1785, 18264, 638, 16956, 36681.0
1786, 16907, 460, 16922, 35073.5
1787, 15485, 348, 16894, 33508.0
1788, 13928, 242, 16833, 31865.0
1789, 12390, 76, 16763, 30116.0
1790, 10881, -58, 16724, 28388.0
1791, 9336, -149, 16690, 26712.0
1792, 7907, -250, 16652, 25093.0
1793, 6540, -364, 16624, 23554.5
1794, 6540, -364, 16624, 22800.0
1795, 3420, -418, 16537, 21169.5
1796, 3420, -418, 16537, 19539.0
1797, 544, -513, 16426, 17998.0
1798, 544, -513, 16426, 16457.0
1799, -2547, -606, 16280, 14792.0
1800, -2547, -606, 16280, 13127.0
1801, -5438, -641, 16157, 11602.5
1802, -5438, -641, 16157, 10078.0
1803, -8226, -620, 16051, 8641.5
1804, -8226, -620, 16051, 7205.0
1805, -9634, -595, 16016, 6496.0
1806, -11167, -668, 15967, 4959.5
1807, -12608, -708, 15910, 3363.0
1808, -13861, -690, 15907, 1975.0
1809, -15170, -697, 15954, 721.5
1810, -16560, -717, 15958, -616.0
1811, -17836, -740, 15894, -2000.5
1812, -19212, -778, 15806, -3433.0
1813, -20744, -825, 15738, -5007.5
1814, -22756, -855, 15716, -6863.0
1815, -22756, -855, 15716, -7895.0
1816, -23967, -974, 15647, -8594.5
1817, -25392, -1108, 15548, -10123.0
1818, -26360, -1114, 15517, -11454.5
1819, -27109, -1139, 15538, -12333.5
1820, -28300, -1256, 15508, -13379.0
1821, -29519, -1313, 15424, -14728.0
1822, -30116, -1319, 15400, -15721.5
1823, -30633, -1316, 15442, -16271.0
1824, -31531, -1299, 15462, -16937.5
1825, -32154, -1319, 15484, -17678.5
1826, -32339, -1358, 15533, -18076.5
1827, -32764, -1355, 15528, -18377.5
1828, -32764, -1351, 15472, -18617.0
1829, -32764, -1361, 15468, -18650.0
1830, -32764, -1359, 15498, -18641.0
1831, -32764, -1364, 15506, -18623.5
1832, -32764, -1337, 15543, -18590.0
1833, -32764, -1284, 15592, -18507.0
1834, -32764, -1299, 15583, -18468.0
1835, -32764, -1295, 15569, -18485.0
1836, -32764, -1230, 15612, -18436.0
1837, -32564, -1204, 15612, -18269.0
1838, -32194, -1186, 15656, -17940.0
1839, -32194, -1186, 15656, -17724.0
1840, -30644, -1112, 15689, -16895.5
1841, -30644, -1112, 15689, -16067.0
1842, -29319, -928, 15765, -15274.5
1843, -29319, -928, 15765, -14482.0
1844, -27647, -733, 15753, -13554.5
1845, -27647, -733, 15753, -12627.0
1846, -25401, -590, 15834, -11392.0
1847, -23960, -455, 15917, -9327.5
1848, -23960, -455, 15917, -8498.0
1849, -22222, -323, 15956, -7543.5
1850, -22222, -323, 15956, -6589.0
1851, -19398, -187, 16004, -5085.0
1852, -19398, -187, 16004, -3581.0
1853, -16324, -14, 16213, -1853.0
1854, -16324, -14, 16213, -125.0
1855, -13810, -64, 16199, 1100.0
1856, -13810, -64, 16199, 2325.0
1857, -10274, 93, 16317, 4230.5
1858, -10274, 93, 16317, 6136.0
1859, -8640, 118, 16374, 6994.0
1860, -7038, -54, 16450, 8605.0
1861, -5367, -238, 16518, 10135.5
1862, -3740, -322, 16544, 11697.5
1863, -2287, -394, 16558, 13179.5
1864, -910, -527, 16568, 14504.0
1865, 586, -618, 16585, 15842.0
1866, 2242, -612, 16650, 17416.5
1867, 3938, -661, 16739, 19148.0
1868, 5520, -760, 16795, 20785.5
1869, 6950, -813, 16824, 22258.0
1870, 8403, -858, 16862, 23684.0
1871, 10040, -878, 16901, 25235.0
1872, 11676, -883, 16923, 26889.5
1873, 12997, -934, 16940, 28359.5
1874, 14172, -960, 16956, 29585.5
1875, 15655, -903, 16984, 30952.0
1876, 17267, -852, 17048, 32599.5
1877, 18555, -863, 17117, 34136.0
1878, 19764, -861, 17165, 35438.5
1879, 21186, -840, 17228, 36821.0
1880, 22498, -845, 17294, 38260.5
1881, 23534, -816, 17308, 39486.5
1882, 24602, -705, 17307, 40615.0
1883, 25699, -625, 17346, 41812.0
1884, 26493, -632, 17372, 42826.5
1885, 27241, -599, 17350, 43612.5
1886, 28284, -494, 17344, 44563.0
1887, 29167, -430, 17376, 45623.5
1888, 29634, -420, 17384, 46355.5
1889, 30185, -361, 17375, 46898.5
1890, 30912, -290, 17387, 47604.0
1891, 31430, -219, 17404, 48312.0
1892, 31854, -42, 17436, 48931.5
1893, 31854, -42, 17436, 49248.0
1894, 32764, 232, 17519, 49881.5
1895, 32764, 232, 17519, 50515.0
1896, 32764, 604, 17514, 50698.5
1897, 32764, 604, 17514, 50882.0
1898, 32764, 1301, 17601, 51274.0
1899, 32764, 1301, 17601, 51666.0
1900, 32764, 1944, 17526, 51950.0
1901, 32764, 1944, 17526, 52234.0
1902, 32764, 2661, 17502, 52580.5
1903, 32764, 2661, 17502, 52927.0
1904, 32764, 2999, 17478, 53084.0
1905, 32764, 3232, 17467, 53352.0
1906, 32525, 3366, 17438, 53396.0
1907, 31715, 3435, 17377, 52928.0
1908, 30939, 3434, 17313, 52106.5
1909, 30066, 3347, 17260, 51179.5
1910, 29116, 3241, 17220, 50125.0
1911, 28365, 3140, 17218, 49150.0
1912, 27398, 2865, 17218, 48102.0
1913, 24758, 2482, 17146, 45933.5
1914, 24758, 2201, 17056, 44200.5
1915, 23855, 1936, 17026, 43416.0
1916, 22728, 1620, 17026, 42095.5
1917, 21238, 1314, 17011, 40468.5
1918, 19770, 988, 16976, 38648.5
1919, 18514, 709, 16957, 36957.0
1920, 17186, 550, 16956, 35436.0
1921, 15610, 410, 16919, 33815.5
1922, 14073, 237, 16848, 32048.5
1923, 12699, 59, 16790, 30353.0
1924, 11173, -99, 16736, 28679.0
1925, 9518, -212, 16683, 26899.5
1926, 8088, -287, 16657, 25223.5
1927, 6742, -396, 16628, 23716.0
1928, 5177, -507, 16560, 22102.0
1929, 3598, -519, 16482, 20395.5
1930, 2188, -522, 16432, 18829.5
1931, 708, -597, 16388, 17298.5
1932, -909, -641, 16322, 15635.5
1933, -2380, -649, 16270, 14006.5
1934, -3716, -685, 16239, 12539.5
1935, -5180, -727, 16212, 11071.5
1936, -5180, -727, 16212, 10305.0
1937, -8070, -698, 16192, 8864.5
1938, -8070, -698, 16192, 7424.0
1939, -11102, -682, 16047, 5843.5
1940, -11102, -682, 16047, 4263.0
1941, -13656, -700, 15960, 2933.5
1942, -13656, -700, 15960, 1604.0
1943, -16468, -723, 15921, 167.0
1944, -16468, -723, 15921, -1270.0
1945, -19008, -835, 15785, -2664.0
1946, -20474, -863, 15718, -4838.5
1947, -20474, -863, 15718, -5619.0
1948, -22534, -857, 15688, -6661.0
1949, -22534, -857, 15688, -7703.0
1950, -25213, -1132, 15579, -9234.5
1951, -25213, -1132, 15579, -10766.0
1952, -26934, -1122, 15553, -11634.5
1953, -26934, -1122, 15553, -12503.0
1954, -29292, -1271, 15493, -13786.5
1955, -29292, -1271, 15493, -15070.0
1956, -30242, -1300, 15491, -15560.5
1957, -30242, -1300, 15491, -16051.0
1958, -31290, -1310, 15482, -16584.5
1959, -32115, -1294, 15452, -17537.5
1960, -32275, -1252, 15479, -18002.5
1961, -32702, -1244, 15486, -18254.0
1962, -32764, -1294, 15435, -18541.5
1963, -32764, -1322, 15427, -18641.0
1964, -32764, -1324, 15465, -18641.0
1965, -32764, -1311, 15500, -18599.0
1966, -32764, -1289, 15549, -18539.5
1967, -32764, -1309, 15578, -18499.5
1968, -32764, -1309, 15552, -18508.0
1969, -32764, -1245, 15536, -18497.0
1970, -32764, -1218, 15560, -18447.5
1971, -32728, -1196, 15596, -18375.0
1972, -32223, -1122, 15622, -18025.5
1973, -31659, -1081, 15627, -17418.0
1974, -30940, -1088, 15640, -16750.5
1975, -30019, -1080, 15710, -15888.5
1976, -29346, -1031, 15760, -15003.0
1977, -28859, -957, 15726, -14353.5
1978, -27875, -858, 15726, -13548.5
1979, -26637, -703, 15802, -12272.5
1980, -25538, -590, 15878, -10894.0
1981, -24256, -544, 15964, -9543.0
1982, -23105, -461, 16037, -8182.5
1983, -22550, -413, 15988, -7252.0
1984, -21664, -345, 15907, -6538.5
1985, -19661, -157, 15981, -4969.5
1986, -17585, -34, 16124, -2666.0
1987, -16430, -70, 16172, -911.5
1988, -15516, -89, 16144, 105.5
1989, -14091, -68, 16139, 1259.5
1990, -12350, -73, 16178, 2867.5
1991, -10571, 29, 16214, 4713.5
1992, -10571, 29, 16214, 5672.0
1993, -7098, -19, 16397, 7476.0
1994, -7098, -19, 16397, 9280.0
1995, -3997, -276, 16531, 10769.0
1996, -3997, -276, 16531, 12258.0
1997, -1040, -442, 16561, 13668.5
1998, -1040, -442, 16561, 15079.0
1999, 2060, -563, 16609, 16592.5
2000, 2060, -563, 16609, 18106.0
2001, 5297, -721, 16683, 19682.5
2002, 5297, -721, 16736, 21285.5
2003, 6646, -772, 16802, 21994.0
2004, 8163, -812, 16903, 23465.0
2005, 9843, -821, 16977, 25126.5
2006, 11445, -848, 16988, 26792.0
2007, 12829, -929, 16996, 28240.5
2008, 14135, -994, 17043, 29540.0
2009, 15613, -919, 17106, 30992.0
2010, 17173, -832, 17142, 32641.5
2011, 18444, -868, 17127, 34093.0
2012, 19556, -882, 17120, 35248.5
2013, 20936, -864, 17180, 36523.0
2014, 22369, -835, 17255, 38020.5
2015, 23434, -745, 17281, 39379.5
2016, 24394, -680, 17273, 40478.5
2017, 25453, -665, 17283, 41529.0
2018, 26248, -661, 17310, 42484.0
2019, 26930, -615, 17309, 43260.5
2020, 27968, -507, 17322, 44203.5
2021, 28960, -424, 17388, 45353.5
2022, 29514, -386, 17427, 46239.5
2023, 30106, -341, 17414, 46867.0
2024, 30912, -284, 17412, 47609.5
2025, 31449, -209, 17424, 48352.0
2026, 31800, -100, 17453, 48908.5
2027, 32428, 35, 17524, 49570.0
2028, 32764, 160, 17574, 50242.5
2029, 32764, 285, 17554, 50550.5
2030, 32764, 547, 17542, 50728.0
2031, 32764, 878, 17587, 51041.0
2032, 32764, 1143, 17604, 51370.0
2033, 32764, 1452, 17546, 51636.5
2034, 32764, 1788, 17482, 51898.0
2035, 32764, 1788, 17482, 52034.0
2036, 32764, 2486, 17440, 52362.0
2037, 32764, 2486, 17440, 52690.0
2038, 32764, 3221, 17434, 53054.5
2039, 32764, 3221, 17434, 53419.0
2040, 31790, 3477, 17319, 53002.5
2041, 31790, 3477, 17319, 52586.0
2042, 30361, 3465, 17284, 51848.0
2043, 30361, 3465, 17284, 51110.0
2044, 28666, 3224, 17252, 50126.0
2045, 27720, 2941, 17244, 48523.5
2046, 27720, 2941, 17244, 47905.0
2047, 25065, 2252, 17095, 46158.5
2048, 25065, 2252, 17095, 44412.0
2049, 22954, 1665, 17148, 43089.5
2050, 22954, 1665, 17148, 41767.0
2051, 20057, 998, 17053, 39937.5
2052, 20057, 998, 17053, 38108.0
2053, 17324, 509, 16956, 36448.5
2054, 17324, 509, 16956, 34789.0
2055, 14284, 264, 16853, 33095.0
2056, 14284, 264, 16853, 31401.0
2057, 12812, 80, 16776, 30534.5
2058, 11322, -78, 16713, 28812.5
2059, 9788, -189, 16670, 27113.0
2060, 8338, -288, 16623, 25471.0
2061, 6918, -383, 16568, 23888.0
2062, 5369, -473, 16512, 22255.5
2063, 3806, -536, 16468, 20573.0
2064, 2361, -541, 16442, 19000.0
2065, 868, -553, 16416, 17496.5
2066, -725, -586, 16375, 15897.5
2067, -2204, -616, 16346, 14295.0
2068, -3603, -685, 16323, 12780.5
2069, -5073, -731, 16277, 11254.0
2070, -6510, -712, 16240, 9745.5
2071, -7883, -687, 16207, 8327.5
2072, -9315, -672, 16144, 6897.0
2073, -10812, -700, 16075, 5360.0
2074, -12236, -740, 16005, 3796.0
2075, -13494, -734, 15950, 2375.5
2076, -14744, -700, 15936, 1107.0
2077, -16134, -697, 15918, -210.5
2078, -17489, -764, 15842, -1662.0
2079, -18749, -838, 15726, -3136.0
2080, -20096, -909, 15631, -4617.5
2081, -21344, -919, 15600, -6018.5
2082, -22335, -833, 15603, -7114.0
2083, -23529, -868, 15577, -8192.5
2084, -25017, -1029, 15530, -9668.0
2085, -26157, -1102, 15528, -11123.5
2086, -26878, -1138, 15569, -12089.0
2087, -27876, -1240, 15565, -12999.0
2088, -29107, -1305, 15509, -14227.0
2089, -29107, -1305, 15509, -14903.0
2090, -30297, -1275, 15536, -15469.5
2091, -30297, -1275, 15536, -16036.0
2092, -31885, -1318, 15465, -16887.0
2093, -31885, -1318, 15465, -17738.0
2094, -32729, -1361, 15496, -18166.0
2095, -32729, -1361, 15496, -18594.0
2096, -32764, -1374, 15489, -18621.5
2097, -32764, -1374, 15489, -18649.0
2098, -32764, -1333, 15496, -18625.0
2099, -32764, -1333, 15496, -18601.0
2100, -32764, -1301, 15530, -18568.0
2101, -32764, -1309, 15575, -18516.5
2102, -32764, -1287, 15567, -18491.0
2103, -32764, -1249, 15540, -18478.5
2104, -32764, -1232, 15562, -18453.5
2105, -32673, -1206, 15597, -18358.0
2106, -32431, -1198, 15591, -18160.0
2107, -32004, -1162, 15579, -17812.5
2108, -31171, -1074, 15628, -17102.0
2109, -30240, -984, 15728, -16056.5
2110, -29472, -921, 15796, -15046.5
2111, -28795, -906, 15797, -14250.5
