ax,ay,az
-24266,-606,15955
-23034,-463,16038
-22385,-418,16029
-21533,-430,15961
-21533,-430,15961
-17641,-149,16126
-17641,-149,16126
-15429,-190,16160
-15429,-190,16160
-12267,-114,16145
-12267,-114,16145
-8811,102,16273
-8811,102,16273
-5532,-187,16435
-5532,-187,16435
-3844,-239,16498
-2356,-326,16526
-932,-410,16555
2172,-525,16661
2172,-525,16661
5226,-628,16827
5226,-628,16827
8125,-784,16887
8125,-784,16887
11493,-826,16982
11493,-826,16982
12866,-866,17041
14076,-920,17075
15500,-885,17094
17074,-810,17130
18411,-818,17175
19585,-825,17196
20880,-806,17198
22119,-818,17210
23197,-797,17239
24366,-708,17274
25514,-655,17290
26287,-682,17270
26992,-639,17266
28062,-521,17341
29009,-461,17424
29490,-427,17411
30074,-353,17375
30848,-251,17406
31249,-180,17444
31548,-118,17456
32303,24,17499
32303,24,17499
32764,403,17554
32764,403,17554
32764,868,17502
32764,1174,17490
32764,1555,17474
32764,1914,17472
32764,2219,17480
32764,2565,17476
32764,2926,17464
32764,3169,17452
32764,3169,17452
32002,3410,17391
32002,3410,17391
30315,3340,17289
30315,3340,17289
28573,3082,17233
28573,3082,17233
26270,2423,17145
26270,2423,17145
24175,1942,17150
24175,1942,17150
22907,1596,17137
21348,1252,17053
20030,1003,16997
18813,766,16983
17369,541,16946
15827,357,16870
14336,183,16781
12855,19,16711
11364,-97,16678
9867,-166,16659
8410,-238,16628
6984,-357,16587
5432,-482,16540
3778,-539,16472
2258,-550,16399
825,-556,16342
-684,-572,16301
-2147,-614,16284
-3526,-672,16278
-4972,-723,16236
-6446,-747,16193
-7884,-697,16182
-9374,-626,16149
-10913,-629,16064
-12368,-669,15972
-13620,-684,15925
-14834,-680,15906
-16208,-690,15866
-17520,-708,15812
-18730,-740,15751
-20170,-788,15681
-21522,-758,15648
-22420,-719,15656
-23537,-787,15646
-23537,-787,15646
-26213,-953,15556
-26213,-953,15556
-27895,-1059,15551
-27895,-1059,15551
-29680,-1176,15528
-29680,-1176,15528
-31200,-1317,15500
-31200,-1317,15500
-32285,-1274,15500
-32285,-1274,15500
-32698,-1286,15510
-32764,-1304,15484
-32764,-1339,15461
-32764,-1305,15514
-32764,-1305,15514
-32764,-1364,15536
-32764,-1364,15536
-32764,-1358,15551
-32764,-1358,15551
-32764,-1342,15545
-32764,-1252,15577
-32353,-1206,15624
-31856,-1168,15660
-31148,-1121,15695
-30192,-1125,15766
-29401,-1085,15831
-28870,-1035,15834
-28007,-994,15846
-26813,-872,15902
-25758,-766,15927
-24599,-680,15945
-23328,-528,15996
-22467,-474,15982
-21624,-473,15893
-19984,-342,15895
-17982,-192,16018
-16568,-150,16117
-15556,-146,16118
-14305,-122,16094
-12675,-105,16135
-10866,37,16223
-9096,161,16320
-9096,161,16320
-5815,-85,16462
-5815,-85,16462
-2493,-269,16612
-1070,-376,16664
192,-462,16654
1746,-490,16647
3543,-538,16709
5164,-591,16800
6530,-642,16848
7931,-735,16874
7931,-735,16874
11225,-758,16967
11225,-758,16967
13957,-840,17036
13957,-840,17036
16896,-786,17044
16896,-786,17044
19394,-757,17154
19394,-757,17154
22071,-763,17204
22071,-763,17204
23152,-724,17268
24166,-665,17307
25375,-581,17332
26314,-614,17342
26931,-630,17333
27860,-517,17364
28894,-422,17432
29428,-410,17447
29900,-365,17428
30722,-271,17460
31325,-178,17489
31607,-54,17458
32186,66,17440
32764,178,17468
32764,332,17486
32764,537,17480
32764,830,17480
32764,1161,17474
32764,1495,17451
32764,1846,17442
32764,2136,17424
32764,2423,17386
32764,2794,17397
32764,3102,17446
32764,3231,17435
31953,3314,17368
31338,3408,17328
30578,3362,17306
29406,3228,17253
28535,3124,17201
27878,2915,17176
26663,2554,17136
25274,2216,17136
24248,1948,17100
24248,1948,17100
21706,1308,16996
21706,1308,16996
18956,782,16964
18956,782,16964
16084,367,16891
16084,367,16891
13138,86,16830
13138,86,16830
10114,-54,16780
10114,-171,16666
8620,-239,16570
7242,-330,16567
5738,-444,16588
2439,-508,16476
2439,-508,16476
-581,-576,16403
-581,-576,16403
-3419,-690,16324
-3419,-690,16324
-4755,-750,16242
-6209,-750,16177
-7683,-738,16146
-9165,-711,16094
-10680,-664,16001
-12137,-688,15920
-13410,-691,15906
-14638,-636,15920
-16019,-694,15892
-17320,-742,15852
-18498,-714,15813
-19904,-782,15750
-21244,-805,15696
-22202,-765,15680
-23372,-851,15676
-24909,-946,15652
-26115,-984,15616
-26850,-1024,15601
-27729,-1088,15579
-28792,-1187,15536
-29532,-1204,15521
-30131,-1169,15523
-30972,-1218,15490
-30972,-1218,15490
-32160,-1276,15458
-32160,-1276,15458
-32764,-1348,15417
-32764,-1305,15407
-32764,-1346,15436
-32764,-1371,15470
-32764,-1362,15496
-32764,-1363,15514
-32764,-1326,15525
-32764,-1310,15548
-32764,-1310,15548
-32764,-1246,15620
-32764,-1246,15620
-32056,-1225,15652
-32056,-1225,15652
-30242,-1073,15749
-30242,-1073,15749
-28920,-1055,15778
-28920,-1055,15778
-27132,-895,15854
-27132,-895,15854
-26013,-784,15914
-24640,-664,15993
-23359,-550,16050
-22622,-442,16027
-21879,-370,15925
-20322,-312,15901
-18275,-175,16032
-16668,-88,16168
-15604,-144,16184
-14459,-158,16133
-12886,-134,16132
-11051,-24,16212
-9242,160,16324
-7624,104,16408
-6081,-103,16471
-4378,-188,16550
-2658,-256,16611
-1238,-403,16603
15,-500,16562
1529,-526,16586
3290,-539,16691
4932,-551,16774
6323,-630,16779
7662,-740,16787
9228,-769,16862
10948,-784,16963
12438,-830,17024
13678,-880,17024
15089,-882,17002
16688,-816,17019
18050,-770,17085
19200,-763,17136
20480,-763,17136
21792,-676,17190
21792,-676,17190
24033,-677,17313
24033,-677,17313
26195,-629,17345
26195,-629,17345
27702,-510,17292
27702,-510,17292
29379,-430,17384
29379,-430,17384
29859,-383,17372
30744,-283,17403
31399,-180,17442
31574,-99,17414
32051,-8,17420
32764,378,17568
32764,378,17568
32764,801,17524
32764,801,17524
32764,1460,17531
32764,1460,17531
32764,1808,17506
32764,2138,17506
32764,2446,17512
32764,2766,17488
32764,3050,17472
32764,3224,17452
32188,3336,17390
31328,3374,17328
30600,3285,17296
29654,3174,17250
28697,3076,17201
27880,2897,17202
26662,2574,17190
25266,2214,17124
24264,1958,17084
23287,1679,17063
21894,1346,17021
20386,1069,16994
19069,771,16964
17728,506,16896
16226,357,16848
14741,250,16846
13324,128,16837
13324,128,16837
10214,-179,16684
10214,-179,16684
7404,-335,16646
5904,-405,16604
4268,-464,16512
2742,-502,16452
1284,-521,16433
-263,-533,16389
-1797,-539,16295
-3176,-598,16209
-3176,-598,16209
-6050,-705,16156
-6050,-705,16156
-8896,-565,16084
-8896,-565,16084
-11890,-576,15947
-11890,-576,15947
-14406,-668,15904
-14406,-668,15904
-17108,-648,15885
-17108,-648,15885
-18300,-664,15874
-19777,-736,15788
-21196,-792,15695
-22160,-790,15681
-23210,-804,15691
-24626,-918,15652
-25820,-1065,15591
-26668,-1127,15549
-27746,-1166,15512
-28916,-1218,15478
-29643,-1213,15470
-30171,-1239,15480
-30895,-1306,15493
-31649,-1347,15498
-32155,-1375,15503
-32608,-1375,15504
-32764,-1364,15487
-32764,-1361,15495
-32764,-1373,15533
-32764,-1389,15536
-32764,-1374,15506
-32764,-1350,15501
-32764,-1334,15539
-32764,-1316,15569
-32764,-1337,15550
-32764,-1351,15513
-32598,-1296,15506
-32042,-1234,15544
-31211,-1174,15602
-30353,-1152,15651
-29612,-1140,15700
-28982,-1061,15734
-28982,-1061,15734
-27187,-880,15765
-27187,-880,15765
-24726,-701,15894
-24726,-701,15894
-22596,-515,16016
-22596,-515,16016
-20548,-383,15909
-20548,-383,15909
-16960,-106,16192
-16960,-106,16192
-15814,-59,16220
-14612,-67,16189
-13060,-145,16213
-11226,-78,16293
-9435,81,16341
-6353,-87,16442
